RunID,CheckSum,StepType,StepLabel,ChannelNumber,SampleIndex,CurveTime,CurvePressure,Weight
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,340,-703,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,350,-693,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,360,-698,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,370,-698,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,380,-703,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,390,-708,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,400,-712,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,410,-708,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,420,-712,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,430,-712,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,440,-708,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,450,-712,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,460,-712,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,470,-712,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,480,-717,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,490,-722,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,500,-722,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,510,-727,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,520,-722,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,530,-717,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,540,-717,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,550,-727,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,560,-727,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,570,-732,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,580,-732,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,590,-732,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,600,-737,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,610,-732,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,620,-727,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,630,-732,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,640,-732,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,650,-737,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,660,-742,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,670,-693,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,680,-605,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,690,-512,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,700,-439,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,710,-380,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,720,-336,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,730,-302,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,740,-283,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,750,-263,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,760,-253,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,770,-244,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,780,-239,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,790,-234,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,800,-234,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,810,-229,0.04958
